rank,finalWorth,personName,age,country,city,industries,selfMade,status,gender,life_expectancy_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,gdp_country,total_tax_rate_country,population_country
195,9600,Marijke Mars,58.0,United States,Los Angeles,Food & Beverage,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
195,9600,Pamela Mars,62.0,United States,Alexandria,Food & Beverage,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
195,9600,Valerie Mars,64.0,United States,New York,Food & Beverage,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
195,9600,Victoria Mars,66.0,United States,Philadelphia,Food & Beverage,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
202,9500,Vincent Bolloré & family,71.0,France,Paris,Finance & Investments,False,U,M,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
202,9500,Jim Pattison,94.0,Canada,Vancouver,Diversified,True,D,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
204,9400,Ernesto Bertarelli,57.0,Switzerland,Gstaad,Healthcare,False,U,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
204,9400,Wang Xing,44.0,China,Beijing,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
206,9300,Brian Chesky,41.0,United States,San Francisco,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
206,9300,James Dyson,75.0,United Kingdom,Gloucestershire,Manufacturing,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
208,9200,Roman Abramovich & family,56.0,Russia,Moscow,Diversified,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
208,9200,Antonia Ax:son Johnson & family,79.0,Sweden,Stockholm,Diversified,False,U,F,82.5,67.0,126.6,"$530,832,908,738 ",49.1,10285453.0
208,9200,Daniel Kretinsky,47.0,Czech Republic,Prague,Energy,True,U,M,79.0,64.1,100.7,"$246,489,245,495 ",46.1,10669709.0
208,9200,John Malone,82.0,United States,Elizabeth,Media & Entertainment,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
208,9200,Azim Premji,77.0,India,Bangalore,Technology,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
208,9200,Charles Schwab,85.0,United States,Woodside,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
208,9200,Eric Smidt,63.0,United States,Beverly Hills,Fashion & Retail,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
215,9000,David Cheriton,72.0,United States,Palo Alto,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
215,9000,Ivan Glasenberg,66.0,Switzerland,Ruschlikon,Metals & Mining,True,D,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
215,9000,Alexander Otto,55.0,Germany,Hamburg,Real Estate,False,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
215,9000,Anthony von Mandl,73.0,Canada,Vancouver,Food & Beverage,True,U,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
215,9000,Wang Liping & family,57.0,China,Changzhou,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
220,8900,Finn Rausing,68.0,United Kingdom,London,Food & Beverage,False,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
220,8900,Jorn Rausing,63.0,United Kingdom,Surrey,Food & Beverage,False,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
220,8900,Kirsten Rausing,70.0,United Kingdom,Newmarket,Food & Beverage,False,D,F,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
223,8800,Tatyana Bakalchuk,47.0,Russia,Moscow region,Fashion & Retail,True,U,F,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
223,8800,John Doerr,71.0,United States,Woodside,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
223,8800,Richard Liu,49.0,China,Beijing,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
223,8800,Dustin Moskovitz,38.0,United States,San Francisco,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
223,8800,Pierre Omidyar,55.0,United States,Honolulu,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
223,8800,Pei Zhenhua,64.0,China,Ningde,Energy,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
223,8800,Carrie Perrodo & family,72.0,United Kingdom,London,Energy,False,U,F,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
230,8700,Chen Jianhua,52.0,China,Wujiang,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
230,8700,Michael Otto,79.0,Germany,Hamburg,Fashion & Retail,False,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
232,8600,Leon Black,71.0,United States,New York,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
232,8600,Graeme Hart,67.0,New Zealand,Auckland,Finance & Investments,True,D,M,81.9,82.0,100.0,"$206,928,765,544 ",34.6,4841000.0
232,8600,Ravi Jaipuria,68.0,India,Delhi,Food & Beverage,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
232,8600,Hasso Plattner & family,79.0,Germany,Heidelberg,Technology,True,U,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
232,8600,Carlos Alberto Sicupira & family,75.0,Switzerland,St. Gallen,Food & Beverage,True,U,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
232,8600,Manuel Villar,73.0,Philippines,Manila,Real Estate,True,U,M,71.1,35.5,107.5,"$376,795,508,680 ",43.1,108116615.0
232,8600,Andreas von Bechtolsheim & family,67.0,United States,Palo Alto,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
239,8500,"Chase Coleman, III.",47.0,United States,New York,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
239,8500,Ann Walton Kroenke,74.0,United States,Electra,Fashion & Retail,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
239,8500,Li Zhenguo & family,55.0,China,Xi'an,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
242,8400,Jim Kennedy,75.0,United States,Atlanta,Media & Entertainment,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
242,8400,Nicky Oppenheimer & family,77.0,South Africa,Johannesburg,Metals & Mining,False,D,M,63.9,22.4,100.9,"$351,431,649,241 ",29.2,58558270.0
242,8400,Blair Parry-Okeden,72.0,Australia,New South Wales,Media & Entertainment,False,U,F,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
242,8400,Zheng Shuliang & family,77.0,China,Binzhou,Metals & Mining,False,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
246,8300,John Morris,75.0,United States,Springfield,Fashion & Retail,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
249,8200,German Khan,61.0,Russia,Moscow,Energy,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
249,8200,Abdulsamad Rabiu,62.0,Nigeria,Lagos,Diversified,False,U,M,54.3,10.2,84.7,"$448,120,428,859 ",34.8,200963599.0
249,8200,George Roberts,79.0,United States,Atherton,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
249,8200,Kushal Pal Singh,91.0,India,Delhi,Real Estate,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
249,8200,Wang Jianlin,68.0,China,Beijing,Real Estate,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
249,8200,Yang Huiyan & family,41.0,China,Foshan,Real Estate,False,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
256,8100,Laurent Dassault,69.0,France,Paris,Diversified,False,D,M,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
256,8100,Thierry Dassault,66.0,France,Paris,Diversified,False,D,M,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
256,8100,Tilman Fertitta,65.0,United States,Houston,Food & Beverage,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
256,8100,Marie-Hélène Habert-Dassault,58.0,France,Paris,Diversified,False,D,F,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
256,8100,Karel Komarek,54.0,Switzerland,Verbier,Gambling & Casinos,True,U,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
261,8000,Nathan Blecharczyk,39.0,United States,San Francisco,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
261,8000,Leonid Fedun,66.0,Russia,Moscow,Energy,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
261,8000,Bernard Marcus,93.0,United States,Atlanta,Fashion & Retail,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
261,8000,Patrick Ryan,85.0,United States,Winnetka,Finance & Investments,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
261,8000,Robert F. Smith,60.0,United States,Austin,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
261,8000,Pavel Tykac,58.0,Czech Republic,Prague,Metals & Mining,True,U,M,79.0,64.1,100.7,"$246,489,245,495 ",46.1,10669709.0
268,7900,Orlando Bravo,52.0,United States,Miami Beach,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
268,7900,Ding Shizhong,52.0,China,Quanzhou,Fashion & Retail,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
268,7900,Nancy Walton Laurie,71.0,United States,Henderson,Fashion & Retail,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
268,7900,Jay Y. Lee,54.0,South Korea,Seoul,Technology,False,D,M,82.6,94.3,98.1,"$2,029,000,000,000 ",33.2,51709098.0
268,7900,Ramzi Musallam,54.0,United States,New York,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
268,7900,David Shaw,72.0,United States,New York,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
268,7900,Andrei Skoch & family,57.0,Russia,Moscow,Metals & Mining,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
268,7900,Georg Stumpf,50.0,Austria,Vienna,Diversified,True,E,M,81.6,85.1,103.1,"$446,314,739,528 ",51.4,8877067.0
276,7800,Rocco Commisso,73.0,United States,Saddle River,Telecom,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
276,7800,Li Shuirong & family,66.0,China,Hangzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
276,7800,Qi Shi & family,53.0,China,Shanghai,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
276,7800,Yao Liangsong,58.0,China,Guangzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
282,7700,Jean-Michel Besnier,55.0,France,Laval,Food & Beverage,False,D,M,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
282,7700,Marie Besnier Beauvalot,42.0,France,Laval,Food & Beverage,False,D,F,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
282,7700,David Geffen,80.0,United States,Beverly Hills,Media & Entertainment,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
282,7700,Robin Li,54.0,China,Beijing,Technology,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
282,7700,Liu Yonghao & family,71.0,China,Chengdu,Service,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
282,7700,Henry Samueli,68.0,United States,Newport Beach,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
282,7700,Reinhold Schmieding,68.0,United States,Naples,Healthcare,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
282,7700,Ivar Tollefsen,61.0,Norway,Oslo,Real Estate,True,U,M,82.8,82.0,100.3,"$403,336,363,636 ",36.2,5347896.0
290,7600,Cao Renxian,54.0,China,Hefei,Energy,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
290,7600,Hasmukh Chudgar & family,89.0,India,Ahmedabad,Healthcare,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
290,7600,Andrew Currie,67.0,United Kingdom,London,Manufacturing,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
290,7600,Joe Gebbia,41.0,United States,Austin,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
290,7600,Philip Ng,64.0,Singapore,Singapore,Real Estate,False,Split Family Fortune,M,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
290,7600,John Reece,66.0,United Kingdom,London,Manufacturing,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
290,7600,Leonard Stern,85.0,United States,New York,Real Estate,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
290,7600,Zhong Huijuan,62.0,China,Shanghai,Healthcare,True,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
299,7500,Arthur Blank,80.0,United States,Atlanta,Sports,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
299,7500,Charles Butt,85.0,United States,San Antonio,Fashion & Retail,False,R,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
299,7500,Ding Shijia,59.0,China,Quanzhou,Fashion & Retail,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
299,7500,"Paul Tudor Jones, II.",68.0,United States,Palm Beach,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
299,7500,Henry Kravis,79.0,United States,New York,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
299,7500,Zhang Yong,52.0,Singapore,Singapore,Food & Beverage,True,U,M,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
305,7400,James Goodnight,80.0,United States,Cary,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
305,7400,Sri Prakash Lohia,70.0,United Kingdom,London,Manufacturing,False,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
305,7400,Ma Jianrong,59.0,China,Ningbo,Fashion & Retail,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
305,7400,Robert Ng,71.0,Singapore,Singapore,Real Estate,False,Split Family Fortune,M,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
305,7400,Steven Rales,72.0,United States,Santa Barbara,Manufacturing,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
305,7400,Nassef Sawiris,62.0,Egypt,Cairo,Construction & Engineering,False,D,M,71.8,35.2,106.3,"$303,175,127,598 ",44.4,100388073.0
305,7400,Harry Stine,81.0,United States,Adel,Food & Beverage,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
312,7300,Benu Gopal Bangur,91.0,India,Kolkata,Manufacturing,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
312,7300,Iskander Makhmudov,59.0,Russia,Moscow,Metals & Mining,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
312,7300,Anders Holch Povlsen,50.0,Denmark,Aarhus,Fashion & Retail,False,D,M,81.0,80.6,101.3,"$348,078,018,464 ",23.8,5818553.0
312,7300,Enrique Razon Jr.,63.0,Philippines,Manila,Logistics,False,U,M,71.1,35.5,107.5,"$376,795,508,680 ",43.1,108116615.0
312,7300,Wang Laichun,55.0,China,Shenzhen,Technology,True,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
317,7200,Arthur Dantchik,65.0,United States,Gladwyne,Finance & Investments,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
317,7200,Jeff Greene,68.0,United States,Palm Beach,Real Estate,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
317,7200,Don Hankey,79.0,United States,Malibu,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
317,7200,Richard Kinder,78.0,United States,Houston,Energy,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
317,7200,Guillaume Pousaz,41.0,United Arab Emirates,Dubai,Finance & Investments,True,D,M,77.8,36.8,108.4,"$421,142,267,938 ",15.9,9770529.0
317,7200,Takahisa Takahara,61.0,Japan,Tokyo,Fashion & Retail,False,U,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
317,7200,Zong Qinghou,77.0,China,Hangzhou,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
325,7100,Judy Faulkner,79.0,United States,Madison,Technology,True,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
325,7100,Johann Graf,76.0,Austria,Vienna,Gambling & Casinos,True,U,M,81.6,85.1,103.1,"$446,314,739,528 ",51.4,8877067.0
325,7100,Tamara Gustavson,61.0,United States,Lexington,Service,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
325,7100,Liang Wengen,66.0,China,Changsha,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
325,7100,Frederik Paulsen,72.0,Switzerland,Lausanne,Healthcare,False,D,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
325,7100,Wee Cho Yaw,94.0,Singapore,Singapore,Finance & Investments,False,D,M,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
325,7100,Zhang Hejun,71.0,China,Ningbo,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
332,7000,Marc Benioff,58.0,United States,San Francisco,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
332,7000,Dmitri Bukhman,37.0,United Kingdom,London,Media & Entertainment,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
332,7000,Igor Bukhman,41.0,United Kingdom,London,Media & Entertainment,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
332,7000,Jack Dangermond,77.0,United States,Redlands,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
332,7000,Ashwin Dani & family,80.0,India,Mumbai,Manufacturing,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
332,7000,Ralph Lauren,83.0,United States,New York,Fashion & Retail,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
332,7000,Rohiqa Cyrus Mistry,55.0,India,Mumbai,Diversified,False,N,F,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
332,7000,Shapoor Mistry,58.0,India,Mumbai,Diversified,False,N,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
332,7000,J. Christopher Reyes,69.0,United States,Hobe Sound,Food & Beverage,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
332,7000,Jude Reyes,67.0,United States,Palm Beach,Food & Beverage,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
332,7000,Don Vultaggio & family,71.0,United States,Port Washington,Food & Beverage,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
344,6900,Edythe Broad & family,87.0,United States,Los Angeles,Diversified,False,E,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
344,6900,Pauline MacMillan Keinath,89.0,United States,St. Louis,Food & Beverage,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
344,6900,Philippe Laffont,55.0,United States,New York,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
344,6900,Liu Jincheng & family,58.0,China,Huizhou,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
344,6900,Igor Olenicoff,80.0,United States,Lighthouse Point,Real Estate,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
344,6900,Sandra Ortega Mera,54.0,Spain,La Coruna,Fashion & Retail,False,U,F,83.3,88.9,102.7,"$1,394,116,310,769 ",47.0,47076781.0
344,6900,Ronda Stryker,68.0,United States,Portage,Healthcare,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,Dannine Avara,59.0,United States,Houston,Energy,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,Silvio Berlusconi & family,86.0,Italy,Milan,Diversified,True,D,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
352,6800,Denise Coates,55.0,United Kingdom,Stoke-on-Trent,Gambling & Casinos,True,U,F,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
352,6800,Scott Duncan,40.0,United States,Houston,Energy,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,Milane Frantz,53.0,United States,Houston,Energy,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,"Edward Johnson, IV.",58.0,United States,Boston,Finance & Investments,False,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,Yuri Milner,61.0,United States,Los Altos,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,Gordon Moore,94.0,United States,Woodside,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,John Overdeck,53.0,United States,Millburn,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,David Siegel,61.0,United States,Scarsdale,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
352,6800,Viktor Vekselberg,65.0,Russia,Moscow,Diversified,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
352,6800,Wang Laisheng,58.0,China,Shenzhen,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
352,6800,Randa Duncan Williams,61.0,United States,Houston,Energy,False,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
365,6700,Ken Fisher,72.0,United States,Dallas,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
365,6700,Christopher Hohn,56.0,United Kingdom,London,Finance & Investments,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
365,6700,Kjeld Kirk Kristiansen,75.0,Denmark,Billund,Manufacturing,False,D,M,81.0,80.6,101.3,"$348,078,018,464 ",23.8,5818553.0
365,6700,Sofie Kirk Kristiansen,47.0,Denmark,Billund,Manufacturing,False,D,F,81.0,80.6,101.3,"$348,078,018,464 ",23.8,5818553.0
365,6700,Thomas Kirk Kristiansen,44.0,Denmark,Billund,Manufacturing,False,D,M,81.0,80.6,101.3,"$348,078,018,464 ",23.8,5818553.0
365,6700,Massimiliana Landini Aleotti & family,80.0,Italy,Fiesole,Healthcare,False,U,F,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
365,6700,Li Ping,55.0,China,Ningde,Automotive,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
365,6700,Lin Jianhua,60.0,China,Hangzhou,Manufacturing,True,Split Family Fortune,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
365,6700,Magdalena Martullo-Blocher,54.0,Switzerland,Feldmeilen,Manufacturing,False,D,F,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
